,text,profile,match_bin,match_cat
60,Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения,"Стаж 5 лет Провожу психологические консультации в когнитивно-поведенческом подходе. Вы можете обратиться ко мне с проблемой: -тревожность, панические атаки, различные страхи; -ипохондрия; -ОКР; -низкая самооценка; -тяжелые эмоциональные состояния; -выбор и принятие решений; -отсутствие сил и ресурса; -прокрастинация; -профессиональное выгорание; -навязчивые мысли. Член ассоциаций врачей: Член Ассоциации Когнитивно-Поведенческой Психотерапии Образование: 2019 диплом по специальности Психология, Оренбургский государственный университет г. Оренбург Курсы повышения квалификации: 2022 Ресурсирование Центр психологического образования Метафор 2022 Коррекция профессионального выгорания Центр психологического образования Метафор 2023 Базовый курс когнитивно-поведенческой психотерапии и психологического консультирования Ассоциация когнитивно-поведенческой психотерапии 2024 Оказание психологической помощи в кризисной ситуации Ассоциация когнитивно-поведенческой психотерапии",0,2
61,"Девушка, 24 года, дереализация и тревожная депрессия, препараты подобраны, нужна психотерапия. Ваши рекомендации.","Стаж 5 лет Провожу психологические консультации в когнитивно-поведенческом подходе. Вы можете обратиться ко мне с проблемой: -тревожность, панические атаки, различные страхи; -ипохондрия; -ОКР; -низкая самооценка; -тяжелые эмоциональные состояния; -выбор и принятие решений; -отсутствие сил и ресурса; -прокрастинация; -профессиональное выгорание; -навязчивые мысли. Член ассоциаций врачей: Член Ассоциации Когнитивно-Поведенческой Психотерапии Образование: 2019 диплом по специальности Психология, Оренбургский государственный университет г. Оренбург Курсы повышения квалификации: 2022 Ресурсирование Центр психологического образования Метафор 2022 Коррекция профессионального выгорания Центр психологического образования Метафор 2023 Базовый курс когнитивно-поведенческой психотерапии и психологического консультирования Ассоциация когнитивно-поведенческой психотерапии 2024 Оказание психологической помощи в кризисной ситуации Ассоциация когнитивно-поведенческой психотерапии",0,2
62,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 5 лет Работа с самооценкой, созависимость, кризисы, внутренние конфликты, тревога, абьюзивные отношения. Образование: 2019 диплом по специальности Психологическое консультирование, Российская академия народного хозяйства и государственной службы по специализации Курсы повышения квалификации: 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины Сберздоровья",1,4
63,"Здравствуйте подскажите пожалуйста хорошего семейного психолога, мне с женой - в браке 7 лет, после жизненой двуякой ситуации и скандала есть вариант развода. Чувства, желания и множество пройденных неприятностей вместе не дают на эмоциях развестись. Нужен хороший психолог помочь разобраться в делах сердечных и сохранить брак.","Стаж 5 лет Работа с самооценкой, созависимость, кризисы, внутренние конфликты, тревога, абьюзивные отношения. Образование: 2019 диплом по специальности Психологическое консультирование, Российская академия народного хозяйства и государственной службы по специализации Курсы повышения квалификации: 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины Сберздоровья",0,2
64,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 5 лет Работаю с тревогой, эмоциональным выгоранием. Оказываю помощь и поддержку в достижении следующих целей: Образование: 2005 диплом по специальности Факультет экономики и управления по специализации Управление персоналом, Московский гуманитарно-экономический институт Москва 2022 диплом по специальности Магистратура по направлению подготовки «Психология», профиль: консультативная психология, Московский социально-педагогический институт, факультет практической психологии Москва Курсы повышения квалификации: 2019 Ассоциация Телесно-Ориентированных Психотерапевтов Вегетотерапия В.Райха Московский институт психоанализа 2021 Трансперсональные техники регуляции психофизиологического состояния: голос, движение, транс Московский институт психоанализа г. Москва",1,3
65,"Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком","Стаж 5 лет Специализация: Принимает взрослых с 18 лет. Проводит консультирование по вопросам тревоги, страхов, раздражительности, отсутствия смысла. Работает с чувством неудовлетворенности собой, семейным положением, работой,  жизнью. Обучает техникам саморегуляции,  концентрации внимания, навыкам эффективного общения, способам разрешения конфликтов. Образование: 2019 диплом по специальности Общая психология, психологическая диагностика и консультирование, Южно-Уральский государственный университет г. Челябинск 2021 диплом по специальности Психология развития и дифференциальная психология г. Санкт-Петербург, Санкт-Петербургский государственный университет",0,1
66,"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало. Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню. И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ","Стаж 5 лет Специализация: Принимает взрослых с 18 лет. Проводит консультирование по вопросам тревоги, страхов, раздражительности, отсутствия смысла. Работает с чувством неудовлетворенности собой, семейным положением, работой,  жизнью. Обучает техникам саморегуляции,  концентрации внимания, навыкам эффективного общения, способам разрешения конфликтов. Образование: 2019 диплом по специальности Общая психология, психологическая диагностика и консультирование, Южно-Уральский государственный университет г. Челябинск 2021 диплом по специальности Психология развития и дифференциальная психология г. Санкт-Петербург, Санкт-Петербургский государственный университет",0,2
67,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 6 лет Работаю со взрослыми с 18 лет. Основа моей работы — интерес к человеку, доверие, честность и открытость, что позволит нам вместе найти выход из состояния проблемы к решению, позволяющему обрести новый уровень качества жизни.  В своей работе я опираюсь на доказательные методы психотерапии, а именно методы когнитивно-поведенческой терапии. Именно вы будете в фокусе терапии. Я буду предлагать простые, но эффективные практики во время и между сессиями, что позволит продвигаться к желаемым изменениям наиболее успешно. С чем можно обратиться: Образование: 2018 диплом по специальности Клиническая психология, Курский Государственный Медицинский Университет Курсы повышения квалификации: 2020 Семья Основы предоставления гражданам пожилого возраста и инвалидам социально-психологических услуг Санкт-Петербургское государственное бюджетное учреждение Городской информационно-методический центр 2021 Нейропсихологические технологии в диагностике и коррекции речевых нарушений у детей дошкольного и младшего школьного возраста АНО НИИДОПО 2022 Когнитивно-поведенческая психотерапия в практике психолога Национальный центральный институт развития дополнительного образования 2023 Психолог в социальной сфере ООО Центр повышения квалификации и переподготовки Луч знаний 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины СберЗдоровья",0,1
68,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 6 лет Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах. Образование: 2018 диплом по специальности магистратура по специализации Психология, Санкт-Петербургский государственный университет Курсы повышения квалификации: 2016 Измени свой жизненный сценарий методический тренинг Иматон 2017 Практика психологического консультирования СПб психологическое общество 2020 Личность в норме и патологии Институт им. Б. В. Карвасарского 2021 КПТ Институт им. Б.В.Карвасарского",1,5
69,"Здравствуйте подскажите пожалуйста хорошего семейного психолога, мне с женой - в браке 7 лет, после жизненой двуякой ситуации и скандала есть вариант развода. Чувства, желания и множество пройденных неприятностей вместе не дают на эмоциях развестись. Нужен хороший психолог помочь разобраться в делах сердечных и сохранить брак.","Стаж 6 лет Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах. Образование: 2018 диплом по специальности магистратура по специализации Психология, Санкт-Петербургский государственный университет Курсы повышения квалификации: 2016 Измени свой жизненный сценарий методический тренинг Иматон 2017 Практика психологического консультирования СПб психологическое общество 2020 Личность в норме и патологии Институт им. Б. В. Карвасарского 2021 КПТ Институт им. Б.В.Карвасарского",1,3
70,"Добрый день! Нужен психолог, специализирующийся на психосоматике. Обязательно с основным высшим психологическим образованием","Стаж 6 лет Принимает взрослых с 18 лет. Психолог. КПТ, АСТ-терапевт. Основное направление - работа с пищевым поведением (РПП, НПП), телесным перфекционизмом и отношениями с внешностью. Также буду полезна, если Вы столкнулись с такими проблемами как: • эмоциональное истощение, постоянный стресс, выгорание; • сложности в карьере и личной жизни; • тревожность, страхи, фобии, панические атаки, навязчивые мысли; • депрессия и пониженное настроение; • трудности самоопределения и поиска смысла жизни; • прокрастинация и деструктивный перфекционизм, самокритика. На данный момент прохожу повышение квалификации в МГУ им. Ломоносова на курсе Терапия принятия и ответственности (АСТ-терапия). Образование: 2018 диплом по специальности Психология, Национальный исследовательский Томский государственный университет г.Томск Курсы повышения квалификации: 2019 Stanford introduction to food and health Stanford University 2019 Course on De-Mystifying Mindfulness Universiteit Leiden 2020 Foundations of Mindfulness Rice University 2020 Foundations of Mindfulness Rice University 2022 Когнитивно-поведенческая терапия в практике психолога Академия профессиональной подготовки и повышения квалификации кадров Опыт работы: 2018 - 2024 Психолог, Частная практика г.Томск",0,2
71,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 7 лет Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, лечение тревожных, тревожно-фобических, депрессивных расстройств, панических состояний, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах. Образование: 2017 диплом по специальности Психология, Пензенский государственный университет Пенза",1,5
72,"Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!","Стаж 7 лет Оказывает психологическую помощь при жизненных проблемах (развод, смерть близкого), конфликтах с родными, лечение тревожных, тревожно-фобических, депрессивных расстройств, панических состояний, неуверенности в себе, низкой самооценке, потере смысла жизни, проблемах в общении, психологических травмах, эмоциональных проблемах. Образование: 2017 диплом по специальности Психология, Пензенский государственный университет Пенза",1,5
73,"Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком","Стаж 7 лет Принимает взрослых с 18 лет. Практикующий психолог в аналитическом (юнгианском) подходе. Аналитическое направление как способ работы с глубинными аспектами психики преимущественно предполагает работу в длительной терапии. Формат краткосрочной терапии (до 15 встреч) возможен при учете индивидуального запроса. Для того, чтобы я могла вас лучше понять и эффективнее оказать помощь, встреча осуществятся в формате видеосвязи. Темы, с которыми можно обратиться: — трудности во взаимоотношениях; — детско-родительские отношения; — психотравмы; — психосоматика; — сложные чувства (апатия, тревожность, одиночество, стыд, вина, агрессия); — потеря внутренней опоры; — глубинные невыраженные переживания; — переживание горя, утраты. Образование: 2017 диплом по специальности Психология, Московский педагогический государственный университет Москва 2019 диплом по специальности Психология, Личностно-ориентированное консультирование Московский педагогический государственный университет Москва Курсы повышения квалификации: 2021 Обучающий курс по работе со сновидениями в аналитической психотерапии Институт Аналитической Психологии Москва 2021 Обучающий курс по работе со сновидениями в аналитической психотерапии Институт Аналитической Психологии Москва 2022 Психотравматологический процесс у детей, сексуально использованных в семье.  Психотерапия клиентов, переживших инцест Международный Институт процесс-ориентированной психологии и психотравматологии 2022 Сексуальное насилие. Особенности травмы и травмотерапия Международный Институт процесс-ориентированной психологии и психотравматологии 2023 Программа Юнгианская психотерапия 500 ч Московская ассоциация аналитической психологии",1,3
74,Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения,"Стаж 8 лет • Непринятие себя,  зависимость от чужого мнения, недовольство собой, постоянная самокритика, чувство вины, невозможность принимать самостоятельно решения, недоверие себе и своим чувствам. • Кризисы семейных отношений (измены, потеря,  развод, эмоциональное насилие и пр.); •  Страхи и фобии (страх будущего, страх больших денег, страх публичных вступлений, страх женщин/мужчин); • Личностный рост (саморазвитие): поиск смысла жизни/предназначения (кто я? чего я хочу?),  определение целей; • Повышение самоэффективности:  прокрастинация, недостаток мотивации, перфекционизм, тайм-менеджмент; • Неуверенность в себе, заниженная самооценка, трудности в  общении, невозможность заявить о себе; • Эмоциональное выгорание, переутомление на работе; • Эмоциональный дискомфорт (депрессивное состояние, раздражительность, тревожность,  панические атаки, чувство  вины, обида, гнев и др.); • Манипуляции, абьюз, личные границы; • Психосоматическими нарушениями здоровья; • Потеря близкого человека или любимого питомца, проживание горя; • Отношения с противоположным полом: с партнером, супругом, родителями, начальством, коллегами; • Детско-родительские отношения  кризисы 3-х, 7-ми, (подростковый возраст). Помогу разобраться, почему ребенок делает все на «зло», закатывает истерики, грубит, не слушается и врёт. Взаимоотношения с братьями и сестрами, помогаю найти общий язык с  подростком. •  Работа с подростками: выпускники СОШ, абитуриенты, студенты (профориентация, адаптация, мотивация, развитие, страхи, страх публичных выступлений и экзаменов, ЕГЭ и тд). Проблемы в общении, неоправданные ожидания от себя, жизненные кризисы, суицидальные мысли, неуверенность в себе, стресс. •  АРТ-ТЕРАПИЯ: Характер (диагностика, формирование характера); Куклотерапия  (куклы, игры);  Нейрографика; МАК (метафорические ассоциативные карты). Образование: 2016 диплом по специальности Психология, Психологическое консультирование, Московский Государственный Экономический Институт МГЭИ 2018 диплом по специальности Детская практическая психология. Развитие ребенка в подростковом периоде, Институт практической психологии Иматон ИПП Иматон 2018 диплом по специальности Педагог-психолог общеобразовательного учреждения. Содержание работы от А до Я, Институт практической психологии Иматон ИПП Иматон 2019 диплом по специальности ИСО Педагог-психолог (в системе образования: организация и проведение психолого-педагогической работы), АНО ДПО Институт современного образования 2020 диплом по специальности Психотерапия и клиническая психология, Клиническая психология (психолог ведения ), АНО ДПО Петербургская школа психотерапии и психологии отношений Курсы повышения квалификации: 2014 Позитивная динамическая психотерапия фобий и панических атак АНО ДПО Санкт-Петербургский институт позитивной динамической психотерапии и психологии отношений СПбПДОП 2014 Тренинг по решению суда Позитивный консультант по решению суда АНО ДПО Санкт-Петербургский институт позитивной динамической психотерапии и психологии отношений 2015 Позитивно всеобъемлющий коучинг и семейная психотерапия, Позитивно всеобъемлющий психолог (коучинг) АНО ДПО Петербургская школа психотерапии и психологии отношений 2020 Психосоматические расстройства функциональных систем организма у взрослых: клиника, диагностика, психотерапевтическая помощь 2020 АНО ВО МИСАО",1,4
75,"Подскажите психотерапевта, работающего с избегающим расстройством личности, андрофобией, депрессией.","Стаж 8 лет • Непринятие себя,  зависимость от чужого мнения, недовольство собой, постоянная самокритика, чувство вины, невозможность принимать самостоятельно решения, недоверие себе и своим чувствам. • Кризисы семейных отношений (измены, потеря,  развод, эмоциональное насилие и пр.); •  Страхи и фобии (страх будущего, страх больших денег, страх публичных вступлений, страх женщин/мужчин); • Личностный рост (саморазвитие): поиск смысла жизни/предназначения (кто я? чего я хочу?),  определение целей; • Повышение самоэффективности:  прокрастинация, недостаток мотивации, перфекционизм, тайм-менеджмент; • Неуверенность в себе, заниженная самооценка, трудности в  общении, невозможность заявить о себе; • Эмоциональное выгорание, переутомление на работе; • Эмоциональный дискомфорт (депрессивное состояние, раздражительность, тревожность,  панические атаки, чувство  вины, обида, гнев и др.); • Манипуляции, абьюз, личные границы; • Психосоматическими нарушениями здоровья; • Потеря близкого человека или любимого питомца, проживание горя; • Отношения с противоположным полом: с партнером, супругом, родителями, начальством, коллегами; • Детско-родительские отношения  кризисы 3-х, 7-ми, (подростковый возраст). Помогу разобраться, почему ребенок делает все на «зло», закатывает истерики, грубит, не слушается и врёт. Взаимоотношения с братьями и сестрами, помогаю найти общий язык с  подростком. •  Работа с подростками: выпускники СОШ, абитуриенты, студенты (профориентация, адаптация, мотивация, развитие, страхи, страх публичных выступлений и экзаменов, ЕГЭ и тд). Проблемы в общении, неоправданные ожидания от себя, жизненные кризисы, суицидальные мысли, неуверенность в себе, стресс. •  АРТ-ТЕРАПИЯ: Характер (диагностика, формирование характера); Куклотерапия  (куклы, игры);  Нейрографика; МАК (метафорические ассоциативные карты). Образование: 2016 диплом по специальности Психология, Психологическое консультирование, Московский Государственный Экономический Институт МГЭИ 2018 диплом по специальности Детская практическая психология. Развитие ребенка в подростковом периоде, Институт практической психологии Иматон ИПП Иматон 2018 диплом по специальности Педагог-психолог общеобразовательного учреждения. Содержание работы от А до Я, Институт практической психологии Иматон ИПП Иматон 2019 диплом по специальности ИСО Педагог-психолог (в системе образования: организация и проведение психолого-педагогической работы), АНО ДПО Институт современного образования 2020 диплом по специальности Психотерапия и клиническая психология, Клиническая психология (психолог ведения ), АНО ДПО Петербургская школа психотерапии и психологии отношений Курсы повышения квалификации: 2014 Позитивная динамическая психотерапия фобий и панических атак АНО ДПО Санкт-Петербургский институт позитивной динамической психотерапии и психологии отношений СПбПДОП 2014 Тренинг по решению суда Позитивный консультант по решению суда АНО ДПО Санкт-Петербургский институт позитивной динамической психотерапии и психологии отношений 2015 Позитивно всеобъемлющий коучинг и семейная психотерапия, Позитивно всеобъемлющий психолог (коучинг) АНО ДПО Петербургская школа психотерапии и психологии отношений 2020 Психосоматические расстройства функциональных систем организма у взрослых: клиника, диагностика, психотерапевтическая помощь 2020 АНО ВО МИСАО",1,5
76,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 8 лет Принимает взрослых с 18 лет. Я - врач-психиатр и психотерапевт. На консультации смогу помочь вам разобраться в вашем состоянии, уточнить диагноз и рассказать наиболее правильные варианты решения проблемы. Если у вас есть проблемы эмоционального характера, непонятные телесные симптомы или вас все регулярно направляют к психиатру, то мы можем встретиться на онлайн консультации и вместе определить в чем дело и как лучше всего поступать в дальнейшем. Также могу проконсультировать по препаратам которые используются для лечения в психиатрии. Образование: 2015 диплом по специальности Лечебное дело, Российский университет дружбы народов 2016 интернатура по специальности Терапия, Российский университет дружбы народов 2018 ординатура по специальности Психиатрия, Российский университет дружбы народов Курсы повышения квалификации: 2019 Врач-психотерапевт Московский государственный медико-стоматологический университет имени А.И. Евдокимова",0,2
77,"Здравствуйте, подскажите пожалуйста куда можно обратиться за диагностикой. Я постоянно отвлекаюсь, забываю про запланированные дела, откладываю дела про которые помню на часы и дни, хотя задачи простые, а другими вещами могу увлечься так что не оторвать - пока мне вдруг не надоест. Мне кажется что у меня недиагнозированный СДВГ, и это сильно мешает моей продуктивности","Стаж 8 лет Принимает взрослых с 18 лет. Я - врач-психиатр и психотерапевт. На консультации смогу помочь вам разобраться в вашем состоянии, уточнить диагноз и рассказать наиболее правильные варианты решения проблемы. Если у вас есть проблемы эмоционального характера, непонятные телесные симптомы или вас все регулярно направляют к психиатру, то мы можем встретиться на онлайн консультации и вместе определить в чем дело и как лучше всего поступать в дальнейшем. Также могу проконсультировать по препаратам которые используются для лечения в психиатрии. Образование: 2015 диплом по специальности Лечебное дело, Российский университет дружбы народов 2016 интернатура по специальности Терапия, Российский университет дружбы народов 2018 ординатура по специальности Психиатрия, Российский университет дружбы народов Курсы повышения квалификации: 2019 Врач-психотерапевт Московский государственный медико-стоматологический университет имени А.И. Евдокимова",1,4
78,"Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!","Стаж 8 лет Принимает взрослых с 18 лет. Я - врач-психиатр и психотерапевт. На консультации смогу помочь вам разобраться в вашем состоянии, уточнить диагноз и рассказать наиболее правильные варианты решения проблемы. Если у вас есть проблемы эмоционального характера, непонятные телесные симптомы или вас все регулярно направляют к психиатру, то мы можем встретиться на онлайн консультации и вместе определить в чем дело и как лучше всего поступать в дальнейшем. Также могу проконсультировать по препаратам которые используются для лечения в психиатрии. Образование: 2015 диплом по специальности Лечебное дело, Российский университет дружбы народов 2016 интернатура по специальности Терапия, Российский университет дружбы народов 2018 ординатура по специальности Психиатрия, Российский университет дружбы народов Курсы повышения квалификации: 2019 Врач-психотерапевт Московский государственный медико-стоматологический университет имени А.И. Евдокимова",0,2
